restaurant_id,platform,restaurant_name,city,city_lat,city_lon,locality,restaurant_type,cuisines,primary_cuisine,avg_cost_per_person_inr,price_category,distance_from_city_center_km,amenities_count,has_own_website,has_own_app,food_license_verified,listing_date,days_listed,days_operational,rating,total_reviews,delivery_fee_inr,avg_delivery_time_minutes,platform_commission_pct,discount_frequency_pct,estimated_monthly_orders,estimated_monthly_revenue_inr,estimated_net_profit_inr,market_share_pct,profit_diff_swiggy_minus_zomato_inr,orders_diff_swiggy_minus_zomato,rating_diff_swiggy_minus_zomato,delivery_time_diff_swiggy_minus_zomato_min,profit_winner,combined_monthly_orders,combined_monthly_revenue_inr,combined_monthly_profit_inr
REST002331,Swiggy,Restaurant_2331,Jaipur,26.9124,75.7873,Jaipur_Locality_14,QSR,Multi-Cuisine; Mughlai,Multi-Cuisine; Mughlai,969,Premium,4.9,4,True,False,False,2019-07-18,2493,3207,4.1,1024,44,32,18,21,265,210563,204733,61,26598,19,0.2999999999999998,-1,Swiggy,511,394110,382868
REST002332,Swiggy,Restaurant_2332,Jaipur,26.9124,75.7873,Jaipur_Locality_4,Food Truck,Thai; Bakery,Thai; Bakery,969,Premium,1.2,6,False,False,True,2018-06-14,2892,2947,3.4,364,30,27,18,10,114,90582,88872,45,-14293,-20,-0.6000000000000001,-7,Zomato,248,195757,192037
REST002333,Swiggy,Restaurant_2333,Jaipur,26.9124,75.7873,Jaipur_Locality_10,Food Truck,Pan-Asian; Desserts,Pan-Asian; Desserts,185,Budget,11.4,3,False,False,True,2023-04-06,1135,2768,4.4,4624,77,44,23,16,145,20655,15072,52,2054,30,0.9000000000000004,-1,Swiggy,260,38100,28090
REST002334,Swiggy,Restaurant_2334,Jaipur,26.9124,75.7873,Jaipur_Locality_20,Casual Dining,Thai,Thai,990,Premium,9.7,7,True,False,True,2024-01-29,837,1402,4.3,3600,68,44,22,20,230,177606,169786,44,11812,16,0.2999999999999998,1,Swiggy,444,342856,327760
REST002335,Swiggy,Restaurant_2335,Jaipur,26.9124,75.7873,Jaipur_Locality_11,Food Truck,Biryani; North Indian,Biryani; North Indian,728,Premium,10.9,5,True,True,False,2018-08-30,2815,2338,4.2,4138,74,44,18,22,133,79395,74474,47,6935,4,0.10000000000000053,-5,Swiggy,262,151707,142013
REST002336,Swiggy,Restaurant_2336,Jaipur,26.9124,75.7873,Jaipur_Locality_19,Cafe,Bakery,Bakery,824,Premium,12.9,5,False,True,False,2022-02-26,1539,196,3.7,3765,84,49,19,12,136,90771,85059,62,-11884,-19,-0.5,5,Zomato,291,194224,182002
REST002337,Swiggy,Restaurant_2337,Jaipur,26.9124,75.7873,Jaipur_Locality_13,Cloud Kitchen,Desserts; Biryani,Desserts; Biryani,973,Premium,2.3,3,False,False,False,2019-11-21,2367,3385,3.7,2594,31,27,24,6,324,239591,234569,60,-28275,-44,-0.5,-7,Zomato,692,508139,497413
REST002338,Swiggy,Restaurant_2338,Jaipur,26.9124,75.7873,Jaipur_Locality_9,Food Truck,Cafe; Fast Food,Cafe; Fast Food,502,Mid-Range,13.4,6,True,True,True,2021-08-21,1728,2662,4.0,3475,87,47,18,25,131,53924,48226,52,-1908,-9,-0.2999999999999998,-4,Zomato,271,110148,98360
REST002339,Swiggy,Restaurant_2339,Jaipur,26.9124,75.7873,Jaipur_Locality_14,Fine Dine,South Indian; Japanese,South Indian; Japanese,569,Mid-Range,7.4,5,True,False,False,2025-01-24,476,3194,3.8,2752,57,36,18,15,163,76052,71407,50,-10975,-18,-0.40000000000000036,-9,Zomato,344,163592,153789
REST002340,Swiggy,Restaurant_2340,Jaipur,26.9124,75.7873,Jaipur_Locality_16,Cloud Kitchen,Seafood,Seafood,202,Budget,6.0,6,True,True,True,2021-03-02,1900,2172,4.5,2515,50,38,26,24,350,52318,43568,73,12219,94,1.2000000000000002,-3,Swiggy,606,90067,74917
REST002341,Swiggy,Restaurant_2341,Jaipur,26.9124,75.7873,Jaipur_Locality_14,Cloud Kitchen,Mediterranean; Mughlai,Mediterranean; Mughlai,475,Mid-Range,6.6,6,False,False,True,2019-03-28,2605,978,3.6,372,53,32,27,10,244,84607,78141,58,-23294,-55,-0.8000000000000003,-6,Zomato,543,193966,179576
REST002342,Swiggy,Restaurant_2342,Jaipur,26.9124,75.7873,Jaipur_Locality_6,Cloud Kitchen,Desserts,Desserts,844,Premium,2.8,7,True,False,False,2019-01-19,2673,480,4.1,4778,33,30,26,23,262,163634,159311,69,9834,26,0.39999999999999947,3,Swiggy,498,317005,308788
REST002343,Swiggy,Restaurant_2343,Jaipur,26.9124,75.7873,Jaipur_Locality_7,Food Truck,Chinese; Cafe,Chinese; Cafe,868,Premium,8.0,3,False,True,False,2021-10-31,1657,3147,4.3,1967,60,36,19,11,147,103352,98942,55,10298,10,0.2999999999999998,-8,Swiggy,284,196106,187586
REST002344,Swiggy,Restaurant_2344,Jaipur,26.9124,75.7873,Jaipur_Locality_20,Cafe,Fast Food,Fast Food,177,Budget,8.4,8,False,True,False,2021-11-05,1652,2507,4.0,361,62,50,22,16,193,26645,20662,57,423,10,0.20000000000000018,12,Swiggy,376,52557,40901
REST002345,Swiggy,Restaurant_2345,Jaipur,26.9124,75.7873,Jaipur_Locality_7,Cafe,Lebanese; Italian,Lebanese; Italian,330,Mid-Range,12.1,5,False,False,False,2020-05-06,2200,1657,3.9,4707,80,43,17,5,172,47110,40230,62,-1945,-22,-0.5000000000000004,0,Zomato,366,97045,82405
REST002346,Swiggy,Restaurant_2346,Jaipur,26.9124,75.7873,Jaipur_Locality_19,Cafe,South Indian,South Indian,1313,Luxury,4.0,7,True,True,False,2024-11-20,541,1913,3.5,1175,40,31,22,9,159,162838,159658,51,-25046,-18,-0.3999999999999999,3,Zomato,336,351082,344362
REST002347,Swiggy,Restaurant_2347,Jaipur,26.9124,75.7873,Jaipur_Locality_9,Casual Dining,Mediterranean,Mediterranean,1460,Luxury,10.7,4,False,True,True,2016-06-06,3630,3279,3.8,2427,73,43,19,6,247,292102,283086,43,-3606,0,0.0,-5,Zomato,494,587810,569778
REST002348,Swiggy,Restaurant_2348,Jaipur,26.9124,75.7873,Jaipur_Locality_7,Cloud Kitchen,Cafe,Cafe,1066,Premium,14.9,5,True,True,False,2018-02-19,3007,2323,3.7,4688,94,62,27,5,292,227228,213504,73,-21549,-16,-0.19999999999999973,6,Zomato,600,476757,448557
REST002349,Swiggy,Restaurant_2349,Jaipur,26.9124,75.7873,Jaipur_Locality_8,Cloud Kitchen,Fast Food,Fast Food,810,Premium,4.3,7,True,True,False,2023-06-17,1063,826,4.2,1427,41,26,23,10,280,174636,168896,71,12167,13,0.20000000000000018,-8,Swiggy,547,336838,325625
REST002350,Swiggy,Restaurant_2350,Jaipur,26.9124,75.7873,Jaipur_Locality_8,Cloud Kitchen,Seafood; Mughlai,Seafood; Mughlai,210,Budget,13.4,5,False,False,False,2018-12-10,2713,2797,3.6,465,87,64,22,12,298,48812,35849,67,-4735,-58,-0.6999999999999997,12,Zomato,654,104882,76433
REST002351,Swiggy,Restaurant_2351,Jaipur,26.9124,75.7873,Jaipur_Locality_12,Fine Dine,Mexican; Italian,Mexican; Italian,311,Mid-Range,13.2,4,True,True,True,2020-03-15,2252,2664,4.0,674,86,55,13,22,163,44102,37093,43,-1430,-4,-0.09999999999999964,10,Zomato,330,89806,75616
REST002352,Swiggy,Restaurant_2352,Jaipur,26.9124,75.7873,Jaipur_Locality_11,Cloud Kitchen,Vietnamese; Bakery,Vietnamese; Bakery,1399,Luxury,0.9,8,True,False,True,2017-06-07,3264,2997,4.1,1204,30,23,23,20,346,372721,367531,55,27412,8,0.09999999999999964,-8,Swiggy,684,717910,707650
REST002353,Swiggy,Restaurant_2353,Jaipur,26.9124,75.7873,Jaipur_Locality_12,Cafe,Mediterranean,Mediterranean,967,Premium,8.2,4,False,False,False,2016-10-07,3507,987,3.3,3962,60,34,17,12,134,107549,103529,46,-35524,-53,-1.2999999999999998,-6,Zomato,321,252212,242582
REST002354,Swiggy,Restaurant_2354,Jaipur,26.9124,75.7873,Jaipur_Locality_17,Casual Dining,Thai; North Indian,Thai; North Indian,669,Mid-Range,8.0,3,True,True,False,2022-05-20,1456,714,4.3,2771,60,42,20,18,212,113462,107102,50,5052,10,0.20000000000000018,-2,Swiggy,414,221572,209152
REST002355,Swiggy,Restaurant_2355,Jaipur,26.9124,75.7873,Jaipur_Locality_9,Cafe,Street Food; Korean,Street Food; Korean,1247,Luxury,11.3,6,False,True,True,2020-11-30,1992,2446,4.2,3496,76,55,21,17,201,198011,190373,52,1342,9,0.20000000000000018,6,Swiggy,393,394338,379404
REST002356,Swiggy,Restaurant_2356,Jaipur,26.9124,75.7873,Jaipur_Locality_14,Food Truck,Thai,Thai,1471,Luxury,11.4,8,True,False,False,2019-03-22,2611,1404,3.6,1781,77,58,23,9,103,116665,112699,52,-6061,0,0.0,11,Zomato,206,239390,231459
REST002357,Swiggy,Restaurant_2357,Jaipur,26.9124,75.7873,Jaipur_Locality_6,QSR,Pan-Asian; Korean,Pan-Asian; Korean,818,Premium,5.9,7,False,True,False,2020-02-15,2281,793,4.0,3681,49,34,18,11,199,133481,128605,55,6511,0,0.0,-1,Swiggy,398,260450,250699
REST002358,Swiggy,Restaurant_2358,Jaipur,26.9124,75.7873,Jaipur_Locality_16,Fine Dine,Mediterranean,Mediterranean,211,Budget,1.4,4,False,False,True,2022-07-05,1410,454,4.5,2567,30,25,14,28,143,25948,23803,53,4587,29,0.8999999999999999,-7,Swiggy,257,46874,43019
REST002359,Swiggy,Restaurant_2359,Jaipur,26.9124,75.7873,Jaipur_Locality_14,QSR,Multi-Cuisine,Multi-Cuisine,1457,Luxury,6.2,7,True,False,True,2020-07-15,2130,904,4.0,800,51,36,20,18,202,235451,230300,51,-14490,-10,-0.20000000000000018,2,Zomato,414,485647,475090
REST002360,Swiggy,Restaurant_2360,Jaipur,26.9124,75.7873,Jaipur_Locality_14,Cafe,Fast Food,Fast Food,206,Budget,14.2,5,True,True,True,2023-03-26,1146,3264,3.1,3982,91,49,18,13,161,27196,19870,64,-3929,-42,-0.7999999999999998,-8,Zomato,364,60232,43669
REST002361,Swiggy,Restaurant_2361,Jaipur,26.9124,75.7873,Jaipur_Locality_4,Cafe,Multi-Cuisine; Japanese,Multi-Cuisine; Japanese,1181,Premium,2.0,4,True,True,False,2019-08-18,2462,578,4.5,3665,30,27,23,23,174,158230,155620,58,22659,31,0.7999999999999998,-3,Swiggy,317,293336,288581
REST002362,Swiggy,Restaurant_2362,Jaipur,26.9124,75.7873,Jaipur_Locality_17,Casual Dining,Lebanese; Street Food,Lebanese; Street Food,1293,Luxury,11.4,6,False,False,True,2023-02-15,1185,3636,3.5,4646,77,48,23,5,235,233968,224920,52,-32618,-27,-0.3999999999999999,-7,Zomato,497,501593,482458
REST002363,Swiggy,Restaurant_2363,Jaipur,26.9124,75.7873,Jaipur_Locality_17,QSR,Lebanese,Lebanese,1413,Luxury,12.0,7,True,True,False,2018-09-30,2784,3204,4.0,2978,80,51,21,20,259,289113,278753,64,-3660,0,0.0,-3,Zomato,518,581886,561166
REST002364,Swiggy,Restaurant_2364,Jaipur,26.9124,75.7873,Jaipur_Locality_16,Fine Dine,Bakery; Bakery,Bakery; Bakery,1380,Luxury,3.5,7,True,True,False,2022-10-01,1322,3318,3.6,4273,37,29,18,7,157,177661,174756,48,7975,9,0.20000000000000018,1,Swiggy,305,347180,341537
REST002365,Swiggy,Restaurant_2365,Jaipur,26.9124,75.7873,Jaipur_Locality_9,Cafe,Thai,Thai,791,Premium,10.7,5,True,True,False,2022-05-02,1474,2944,3.6,1384,73,52,17,11,181,118831,112225,54,-1668,-10,-0.19999999999999973,-2,Zomato,372,239695,226118
REST002366,Swiggy,Restaurant_2366,Jaipur,26.9124,75.7873,Jaipur_Locality_15,Casual Dining,Desserts,Desserts,867,Premium,6.5,4,True,True,False,2019-12-10,2348,657,3.8,3482,52,37,23,12,186,124171,119335,53,17860,34,0.6999999999999997,-12,Swiggy,338,229598,220810
REST002367,Swiggy,Restaurant_2367,Jaipur,26.9124,75.7873,Jaipur_Locality_12,Cafe,Pan-Asian,Pan-Asian,672,Mid-Range,3.9,8,False,False,True,2017-05-09,3293,2109,4.7,3721,39,30,20,37,218,117196,112945,65,22107,38,0.8000000000000003,3,Swiggy,398,211544,203783
REST002368,Swiggy,Restaurant_2368,Jaipur,26.9124,75.7873,Jaipur_Locality_4,QSR,Japanese,Japanese,1181,Premium,8.2,3,False,False,True,2018-05-12,2925,1788,3.6,2199,60,40,17,7,201,197026,190996,52,6522,-6,-0.10000000000000009,1,Swiggy,408,387710,375470
REST002369,Swiggy,Restaurant_2369,Jaipur,26.9124,75.7873,Jaipur_Locality_11,Food Truck,Seafood,Seafood,1259,Luxury,13.5,3,False,False,True,2024-05-05,740,2143,4.1,3648,87,66,23,16,127,123117,117593,63,3368,10,0.2999999999999998,21,Swiggy,244,242432,231818
REST002370,Swiggy,Restaurant_2370,Jaipur,26.9124,75.7873,Jaipur_Locality_14,Cloud Kitchen,Thai,Thai,186,Budget,2.5,6,True,True,False,2023-09-08,980,1000,2.5,1202,32,29,26,14,170,23398,20678,73,-13872,-123,-1.7999999999999998,10,Zomato,463,62636,55228
REST002371,Swiggy,Restaurant_2371,Jaipur,26.9124,75.7873,Jaipur_Locality_17,Casual Dining,Italian,Italian,1178,Premium,12.4,5,True,False,False,2023-06-28,1052,1820,4.3,3237,82,54,21,20,241,224279,214398,43,-5338,-6,-0.10000000000000053,1,Zomato,488,454142,434134
REST002372,Swiggy,Restaurant_2372,Jaipur,26.9124,75.7873,Jaipur_Locality_17,Cafe,Seafood,Seafood,1216,Luxury,13.0,4,True,True,False,2018-05-26,2911,2198,3.7,1030,85,48,20,7,173,168294,160941,49,-29314,-37,-0.7999999999999998,-3,Zomato,383,367474,351196
REST002373,Swiggy,Restaurant_2373,Jaipur,26.9124,75.7873,Jaipur_Locality_7,QSR,Seafood,Seafood,837,Premium,13.3,7,False,True,False,2026-02-23,81,1964,4.3,2315,86,49,18,16,245,168153,157618,52,27095,28,0.5,3,Swiggy,462,308007,288141
REST002374,Swiggy,Restaurant_2374,Jaipur,26.9124,75.7873,Jaipur_Locality_17,Fine Dine,Multi-Cuisine; Street Food,Multi-Cuisine; Street Food,791,Premium,8.7,6,False,True,True,2021-03-25,1877,2060,3.7,14,63,42,14,10,142,96596,92123,47,13299,19,0.5,4,Swiggy,265,179295,170947
REST002375,Swiggy,Restaurant_2375,Jaipur,26.9124,75.7873,Jaipur_Locality_16,QSR,Seafood,Seafood,1479,Luxury,11.0,4,False,True,False,2016-08-08,3567,523,3.6,608,75,55,18,5,173,209810,203323,53,-33294,-39,-0.8000000000000003,15,Zomato,385,454377,439940
REST002376,Swiggy,Restaurant_2376,Jaipur,26.9124,75.7873,Jaipur_Locality_16,Cafe,South Indian,South Indian,195,Budget,13.7,7,False,False,True,2019-06-19,2522,2110,4.1,5000,88,59,18,18,190,30381,22021,46,-3058,-42,-0.9000000000000004,10,Zomato,422,65668,47100
REST002377,Swiggy,Restaurant_2377,Jaipur,26.9124,75.7873,Jaipur_Locality_11,QSR,Mediterranean,Mediterranean,1142,Premium,10.9,5,True,True,False,2022-08-02,1382,2370,4.7,2422,74,35,22,30,280,249412,239052,52,8251,6,0.10000000000000053,-2,Swiggy,554,490351,469853
REST002378,Swiggy,Restaurant_2378,Jaipur,26.9124,75.7873,Jaipur_Locality_1,Cafe,Fast Food,Fast Food,1144,Premium,13.4,6,False,False,False,2019-10-24,2395,338,5.0,4918,87,56,19,37,188,174208,166030,57,25687,27,0.7000000000000002,17,Swiggy,349,321555,306373
REST002379,Swiggy,Restaurant_2379,Jaipur,26.9124,75.7873,Jaipur_Locality_4,QSR,Biryani,Biryani,589,Mid-Range,5.8,3,False,True,False,2016-10-02,3512,3546,4.6,3459,49,36,18,32,307,148274,140753,57,27292,53,0.7999999999999998,8,Swiggy,561,267958,254214
REST002380,Swiggy,Restaurant_2380,Jaipur,26.9124,75.7873,Jaipur_Locality_16,Food Truck,Continental; Biryani,Continental; Biryani,1049,Premium,11.1,5,True,True,True,2018-01-28,3029,2035,4.3,1594,75,41,22,13,131,107186,102274,62,15370,24,0.7999999999999998,-15,Swiggy,238,198102,189178
REST002381,Swiggy,Restaurant_2381,Jaipur,26.9124,75.7873,Jaipur_Locality_10,Casual Dining,Fast Food,Fast Food,1003,Premium,6.3,7,False,False,True,2017-10-16,3133,118,3.4,4116,51,38,17,7,155,129035,125083,45,-12661,-27,-0.6000000000000001,7,Zomato,337,271420,262827
REST002382,Swiggy,Restaurant_2382,Jaipur,26.9124,75.7873,Jaipur_Locality_12,Food Truck,South Indian,South Indian,1097,Premium,2.1,6,True,True,False,2016-11-05,3478,690,3.7,707,30,34,19,11,97,86191,84736,58,-18776,-23,-0.8999999999999995,-6,Zomato,217,191503,188248
REST002383,Swiggy,Restaurant_2383,Jaipur,26.9124,75.7873,Jaipur_Locality_3,Casual Dining,Mexican,Mexican,1133,Premium,9.7,4,True,False,True,2022-05-12,1464,2239,4.7,2012,68,45,20,22,276,250166,240782,52,60411,77,1.3000000000000003,-5,Swiggy,475,437303,421153
REST002384,Swiggy,Restaurant_2384,Jaipur,26.9124,75.7873,Jaipur_Locality_15,Fine Dine,South Indian,South Indian,220,Budget,12.1,3,True,True,True,2018-07-05,2871,1147,4.1,2860,80,43,16,20,142,26241,20561,41,716,7,0.19999999999999973,-2,Swiggy,277,51486,40406
REST002385,Swiggy,Restaurant_2385,Jaipur,26.9124,75.7873,Jaipur_Locality_4,QSR,North Indian; Seafood,North Indian; Seafood,1083,Premium,2.9,7,True,False,True,2019-07-03,2508,691,4.1,1374,34,32,20,11,201,174146,170729,46,-2177,0,0.0,13,Zomato,402,350469,343635
REST002386,Swiggy,Restaurant_2386,Jaipur,26.9124,75.7873,Jaipur_Locality_9,Cloud Kitchen,Italian; South Indian,Italian; South Indian,801,Premium,5.9,5,False,True,True,2021-08-11,1738,1271,3.6,1000,49,36,25,9,253,151989,145791,66,-23398,-49,-0.6999999999999997,2,Zomato,555,328577,314980
REST002387,Swiggy,Restaurant_2387,Jaipur,26.9124,75.7873,Jaipur_Locality_2,QSR,Multi-Cuisine; Vietnamese,Multi-Cuisine; Vietnamese,841,Premium,5.6,5,False,True,False,2019-03-20,2613,3163,4.5,2532,48,44,22,37,290,190234,183274,61,28439,45,0.7000000000000002,8,Swiggy,535,350949,338109
REST002388,Swiggy,Restaurant_2388,Jaipur,26.9124,75.7873,Jaipur_Locality_3,Food Truck,Mughlai,Mughlai,1074,Premium,2.0,3,False,True,False,2025-11-28,168,1550,3.6,201,30,25,22,12,104,87122,85562,63,-11063,-15,-0.49999999999999956,-8,Zomato,223,185532,182187
REST002389,Swiggy,Restaurant_2389,Jaipur,26.9124,75.7873,Jaipur_Locality_16,Casual Dining,South Indian,South Indian,284,Budget,3.5,6,False,False,False,2022-08-14,1370,2913,4.0,1189,37,27,17,22,251,59165,54522,47,-2501,-26,-0.40000000000000036,-13,Zomato,528,121312,111545
REST002390,Swiggy,Restaurant_2390,Jaipur,26.9124,75.7873,Jaipur_Locality_17,Fine Dine,Street Food,Street Food,494,Mid-Range,1.9,7,False,False,True,2024-04-07,768,1255,4.0,3374,30,26,16,13,140,58094,55994,52,2715,10,0.2999999999999998,-4,Swiggy,270,113323,109273
REST002391,Swiggy,Restaurant_2391,Jaipur,26.9124,75.7873,Jaipur_Locality_15,Cloud Kitchen,Street Food,Street Food,315,Mid-Range,1.8,3,False,True,True,2019-11-17,2371,1543,4.5,201,30,29,28,25,327,74163,69258,71,-1030,0,0.0,-1,Zomato,654,149356,139546
REST002392,Swiggy,Restaurant_2392,Jaipur,26.9124,75.7873,Jaipur_Locality_15,Fine Dine,Korean,Korean,999,Premium,14.3,6,True,True,False,2017-02-25,3366,606,4.7,4975,91,60,18,32,152,124515,117599,40,6944,16,0.5,9,Swiggy,288,241358,228254
REST002393,Swiggy,Restaurant_2393,Jaipur,26.9124,75.7873,Jaipur_Locality_17,Cafe,Pan-Asian; Thai,Pan-Asian; Thai,1499,Luxury,11.6,8,True,True,True,2019-12-01,2357,2475,3.5,219,78,58,18,6,168,206502,199950,57,-31562,-29,-0.5999999999999996,10,Zomato,365,445697,431462
REST002394,Swiggy,Restaurant_2394,Jaipur,26.9124,75.7873,Jaipur_Locality_2,QSR,Cafe; Bakery,Cafe; Bakery,1067,Premium,2.2,6,False,True,False,2016-09-12,3532,2450,4.5,3512,31,35,19,22,270,233352,229167,60,-2881,0,0.0,5,Zomato,540,469585,461215
REST002395,Swiggy,Restaurant_2395,Jaipur,26.9124,75.7873,Jaipur_Locality_16,Cloud Kitchen,Pan-Asian,Pan-Asian,1195,Premium,1.9,4,False,False,False,2018-08-09,2836,3047,4.3,4228,30,32,22,13,365,340216,334741,72,22927,25,0.2999999999999998,-1,Swiggy,705,657130,646555
REST002396,Swiggy,Restaurant_2396,Jaipur,26.9124,75.7873,Jaipur_Locality_11,Food Truck,Pan-Asian; Multi-Cuisine,Pan-Asian; Multi-Cuisine,902,Premium,10.3,8,False,True,True,2025-01-20,480,455,4.5,3684,71,46,20,36,114,82262,78215,62,17153,25,1.0,1,Swiggy,203,146484,139277
REST002397,Swiggy,Restaurant_2397,Jaipur,26.9124,75.7873,Jaipur_Locality_16,Cafe,Japanese,Japanese,553,Mid-Range,7.9,7,True,False,True,2025-06-03,346,350,4.1,491,59,38,20,12,154,68129,63586,59,2077,7,0.19999999999999973,3,Swiggy,301,133974,125095
REST002398,Swiggy,Restaurant_2398,Jaipur,26.9124,75.7873,Jaipur_Locality_12,QSR,Mughlai; Street Food,Mughlai; Street Food,1008,Premium,8.3,4,False,False,True,2019-08-19,2461,2379,4.1,4397,61,41,18,18,244,201680,194238,56,34667,30,0.49999999999999956,-2,Swiggy,458,367778,353809
REST002399,Swiggy,Restaurant_2399,Jaipur,26.9124,75.7873,Jaipur_Locality_4,Fine Dine,Thai,Thai,152,Budget,7.6,3,True,False,False,2022-08-07,1377,3426,4.0,4022,58,45,15,16,176,22739,17635,48,1798,13,0.2999999999999998,13,Swiggy,339,43303,33472
REST002400,Swiggy,Restaurant_2400,Jaipur,26.9124,75.7873,Jaipur_Locality_4,Casual Dining,Street Food,Street Food,686,Mid-Range,2.4,6,True,True,False,2026-01-14,121,1642,3.6,1127,31,24,21,9,198,107304,104235,41,-8423,-16,-0.2999999999999998,-3,Zomato,412,223279,216893
REST002401,Swiggy,Restaurant_2401,Lucknow,26.8467,80.9462,Lucknow_Locality_3,Casual Dining,Desserts,Desserts,425,Mid-Range,13.8,5,True,False,True,2024-03-24,782,1316,3.8,3209,89,54,19,11,201,69194,60249,50,-1799,-6,-0.10000000000000009,-3,Zomato,408,140453,122297
REST002402,Swiggy,Restaurant_2402,Lucknow,26.8467,80.9462,Lucknow_Locality_15,Cafe,South Indian,South Indian,311,Mid-Range,4.4,5,True,True,True,2025-07-22,297,1878,3.9,613,42,32,22,9,176,42694,38998,56,-6334,-23,-0.5000000000000004,3,Zomato,375,92205,84330
REST002403,Swiggy,Restaurant_2403,Lucknow,26.8467,80.9462,Lucknow_Locality_8,Casual Dining,Korean; Thai,Korean; Thai,1074,Premium,12.1,3,True,True,False,2021-09-22,1696,3598,4.4,1319,80,41,17,12,295,262968,251168,43,4673,-14,-0.1999999999999993,-11,Swiggy,604,521823,497663
REST002404,Swiggy,Restaurant_2404,Lucknow,26.8467,80.9462,Lucknow_Locality_20,Food Truck,Korean,Korean,534,Mid-Range,4.7,5,False,True,False,2021-03-02,1900,606,3.6,2437,43,36,23,10,93,38239,36240,54,-7981,-16,-0.6000000000000001,-2,Zomato,202,84803,80461
REST002405,Swiggy,Restaurant_2405,Lucknow,26.8467,80.9462,Lucknow_Locality_6,Fine Dine,Desserts,Desserts,737,Premium,13.5,6,False,False,True,2021-01-09,1952,409,4.1,4809,87,51,13,15,129,82713,77102,54,951,0,0.0,-4,Swiggy,258,164475,153253
REST002406,Swiggy,Restaurant_2406,Lucknow,26.8467,80.9462,Lucknow_Locality_8,Casual Dining,South Indian,South Indian,702,Premium,14.7,4,True,True,False,2020-02-10,2286,391,3.6,4602,93,58,21,12,170,94278,86373,49,-9697,-14,-0.2999999999999998,-1,Zomato,354,198904,182443
REST002407,Swiggy,Restaurant_2407,Lucknow,26.8467,80.9462,Lucknow_Locality_12,Cafe,Mughlai; South Indian,Mughlai; South Indian,286,Budget,7.8,6,False,False,True,2023-08-12,1007,1261,3.7,2431,59,44,21,5,156,35246,30644,62,-3318,-12,-0.2999999999999998,8,Zomato,324,74164,64606
REST002408,Swiggy,Restaurant_2408,Lucknow,26.8467,80.9462,Lucknow_Locality_1,Fine Dine,Mediterranean,Mediterranean,955,Premium,14.0,7,True,True,False,2025-06-24,325,1829,3.9,1056,90,56,14,13,146,119909,113339,41,-3106,-4,-0.10000000000000009,2,Zomato,296,243104,229784
REST002409,Swiggy,Restaurant_2409,Lucknow,26.8467,80.9462,Lucknow_Locality_19,QSR,Pan-Asian,Pan-Asian,198,Budget,10.1,8,True,True,False,2018-12-07,2716,1363,3.9,3874,70,53,18,12,208,33770,26490,52,-264,-16,-0.30000000000000027,4,Zomato,432,68364,53244
REST002410,Swiggy,Restaurant_2410,Lucknow,26.8467,80.9462,Lucknow_Locality_16,QSR,Lebanese; South Indian,Lebanese; South Indian,492,Mid-Range,4.2,6,False,False,True,2024-05-10,735,3117,4.4,2078,41,40,23,16,282,106832,101051,53,-9771,-19,-0.2999999999999998,9,Zomato,583,223824,211873
REST002411,Swiggy,Restaurant_2411,Lucknow,26.8467,80.9462,Lucknow_Locality_16,Casual Dining,Mexican,Mexican,240,Budget,2.7,6,False,False,True,2018-10-04,2780,3570,4.1,1309,33,32,18,24,274,53923,49402,50,-7212,-40,-0.6000000000000005,13,Zomato,588,115718,106016
REST002412,Swiggy,Restaurant_2412,Lucknow,26.8467,80.9462,Lucknow_Locality_17,Cloud Kitchen,Cafe,Cafe,1500,Luxury,12.1,6,True,True,True,2017-10-03,3146,2878,3.9,1184,80,50,26,10,326,361860,348820,72,45140,34,0.3999999999999999,-1,Swiggy,618,677220,652500
REST002413,Swiggy,Restaurant_2413,Lucknow,26.8467,80.9462,Lucknow_Locality_18,Food Truck,Multi-Cuisine; Vietnamese,Multi-Cuisine; Vietnamese,903,Premium,1.0,5,False,True,True,2020-10-20,2033,138,3.7,3604,30,28,19,9,90,65828,64478,52,1625,0,0.0,5,Swiggy,180,130031,127331
REST002414,Swiggy,Restaurant_2414,Lucknow,26.8467,80.9462,Lucknow_Locality_8,Cloud Kitchen,Japanese,Japanese,1456,Luxury,3.5,3,True,True,False,2024-08-29,624,3311,4.2,3056,37,25,25,16,366,399672,392901,59,-49249,-35,-0.39999999999999947,0,Zomato,767,849241,835051
REST002415,Swiggy,Restaurant_2415,Lucknow,26.8467,80.9462,Lucknow_Locality_13,QSR,Pan-Asian; Vietnamese,Pan-Asian; Vietnamese,890,Premium,6.9,5,False,False,True,2026-02-04,100,1471,3.9,3932,54,37,22,8,210,145782,140112,56,-11342,-17,-0.30000000000000027,0,Zomato,437,303365,291566
REST002416,Swiggy,Restaurant_2416,Lucknow,26.8467,80.9462,Lucknow_Locality_4,Casual Dining,Mughlai; Seafood,Mughlai; Seafood,544,Mid-Range,11.5,6,True,False,False,2020-03-30,2237,255,4.0,1918,77,49,21,11,186,79935,72774,54,1040,10,0.20000000000000018,4,Swiggy,362,158445,144508
